title,grade,introduction,image_url,url,student
C4D零基础入门（上）,入门,带你了解C4D的用途以及基本使用，让你的设计升个维度！,http://img.mukewang.com/5a7d5cba00014f2206000338-240-135.jpg,,11790
Weex入门,中级,基于weex前端开发框架的使用，开发出一个接近原生应用体验的案例。,http://img1.mukewang.com/5a81337f000118a306000338-240-135.jpg,,23448
Android多图上传技术实战之多文件封装上传,中级,Android多图上传技术实战之多文件上传封装,http://img3.mukewang.com/598146160001c2e506000338-240-135.jpg,,4237
SpringBoot+MyBatis搭建迷你小程序,中级,SpringBoot+MyBatis搭建小程序后台,http://img1.mukewang.com/5a72827d0001cb8006000338-240-135.jpg,,61864
React组件,中级,带你了解如何创建好拥有各自状态的组件，再由组件构成更加复杂的界面,http://img.mukewang.com/5a73f54f000190d206000338-240-135.jpg,,15875
Android流行下拉菜单UI效果,初级,Android仿美团流行下拉菜单实现,http://img3.mukewang.com/598029c40001cbd706000338-240-135.jpg,,11043
Python人工智能常用库Numpy使用入门,初级,Python人工智能常用库Numpy简单入门,http://img3.mukewang.com/5a7048580001670506000338-240-135.jpg,,28502
移动web开发适配秘籍Rem,中级,移动web不求人，全面掌握移动web开发rem适配方案。,http://img1.mukewang.com/5a71255d0001400e06000338-240-135.jpg,,30876
Netty入门之WebSocket初体验,中级,由浅入深了解Java高性能NIO通信首选框架——Netty,http://img4.mukewang.com/5a6946f200017b5c06000338-240-135.jpg,,20999
Android瀑布流图片显示,初级,Android瀑布流图片显示,http://img4.mukewang.com/598027a90001df8006000338-240-135.jpg,,7596
PhpStorm的基本应用,入门,PHP开发者神器PhpStorm,http://img1.mukewang.com/5a6190720001551506000338-240-135.jpg,,23287
Vue+Webpack打造todo应用,高级,用前端最热门框架Vue+最火打包工具Webpack打造todo应用,http://img1.mukewang.com/5a56fdb400017d0306000338-240-135.jpg,,57846
基于SpringBoot  十分钟搞定后台管理平台,中级,大道至简之Guns框架介绍，带你领略代码自动生成,http://img.mukewang.com/5a5824c100019a8506000338-240-135.jpg,,28829
Python制作数据分析工具,初级,用Python制作一个高效的数据诊断工具,http://img.mukewang.com/5a5854970001e9a106000338-240-135.jpg,,22428
python必学模块-collections,初级,快速理解python中基于基础数据结构的高级数据结构，让代码更精简且高效。,http://img3.mukewang.com/5a7176a300010c1706000338-240-135.jpg,,16246
Spring Boot 2.0深度实践-初遇Spring Boot,中级,Spring Boot 2.x/Web Flux/多模块化项目实践,http://img4.mukewang.com/5a52ee3500016ec706000338-240-135.jpg,,50662
Adobe After Effects软件基础入门,入门,用看一部电影的时间学会AE,http://img.mukewang.com/5a4ef7ad0001bdc706000338-240-135.jpg,,17908
css定位 position,初级,老师带你了解CSS中定位的知识，并运用到实际案例中。,http://img4.mukewang.com/5a43337e0001160006000338-240-135.jpg,,40247
Android多图上传技术实战之http普通请求封装,中级,Android多图上传技术实战之http普通请求封装,http://img3.mukewang.com/5981462d0001c2e506000338-240-135.jpg,,3954
Android-NDK进阶,高级,本课程为NDK开发进阶教程，带领大家掌握在Android Studio中开发NDK的技能,http://img3.mukewang.com/5a405d45000175cb06000338-240-135.jpg,,7021
Go语言开发微信公众号,中级,想用Go语言做微信公众号的开发么？,http://img4.mukewang.com/5a409d3100019c4406000338-240-135.jpg,,17213
神经网络简介,初级,学习神经网络基本概念，在基本概念的基础上掌握神经网络基本原理,http://img2.mukewang.com/5a40c6370001d13c06000338-240-135.jpg,,30641
Hadoop基础及演练,初级,与大数据密不可分的Hadoop框架，你值得学习,http://img4.mukewang.com/5a3797860001217406000338-240-135.jpg,,38691
AWS云计算—面向开发者的云解决方案,中级,AWS资深技术大咖和技术大神们讲解云计算在不同应用场景下的使用案例。,http://img4.mukewang.com/5a38d8a30001bc9a06000338-240-135.jpg,,2300
搭建并行处理管道，感受GO语言魅力,中级,通过搭建并行数据处理管道，展示go语言在并发编程方面的优势,http://img3.mukewang.com/5a321bac00013f9506000338-240-135.jpg,,12865
UI动效入门知识储备,入门,带你快速了解动效设计以及使用动效帮我们提升UX,http://img3.mukewang.com/5a2f45cb0001cfd606000338-240-135.jpg,,11264
IntelliJ IDEA神器使用技巧,中级,充分利用intellij idea各类技巧来提高你的开发效率,http://img.mukewang.com/5a2f4d7f00012c8106000338-240-135.jpg,,80469
AWS物联网前沿（IoT）技术分享,中级,物联网设备、云端计算与存储，以及信息洞察力是物联网的三大支柱。,http://img2.mukewang.com/5a2e515200019a0306000338-240-135.jpg,,3806
Android互动直播APP开发入门,中级,Android互动直播APP开发入门，值得你学习的直播知识！,http://img2.mukewang.com/5a279631000122db06000338-240-135.jpg,,15960
前端内容的自动化构建,中级,手把手教你如何自动化构建JavaScript和CSS,http://img.mukewang.com/5a2516840001a77006000338-240-135.jpg,,19112
Android事件分发库的使用,中级,Android事件分发库的使用,http://img3.mukewang.com/598025c60001e80c06000338-240-135.jpg,,4793
AWS云计算—云服务架构深入解析,中级,带你看AWS资深技术大咖讲解云计算在不同应用场景下的深度实践。,http://img3.mukewang.com/5a1e6e0b000151e706000338-240-135.jpg,,2376
Elastic Stack入门,初级,Elasticsearch、Logstash、Beats、Kibana基础知识入门,http://img2.mukewang.com/5a1b74b30001c61f05950337-240-135.jpg,,20288
Bitmap高效缓存,中级,Bitmap高效加载及Android缓存策略,http://img.mukewang.com/5a0154810001029b06000338-240-135.jpg,,5489
Android节目直播案例开发,中级,手把手带你开发Android节目直播模块,http://img3.mukewang.com/5a138f3e0001589306000338-240-135.jpg,,10007
Android引导页实现的四种方式,初级,Android引导页实现的四种方式,http://img3.mukewang.com/598023620001774406000338-240-135.jpg,,8284
CDN与智能DNS原理和应用,中级,CDN可以让用户更快速访问我们的互联网内容，也可以支持更大规模的访问量,http://img3.mukewang.com/5a0ae20a000173ed06000338-240-135.jpg,,15151
AWS云服务助力企业转型升级,中级,带你看企业级客户是如何利用AWS 云服务，实现传统企业转型的。,http://img3.mukewang.com/5a097b74000104e906000338-240-135.jpg,,1503
Spring Boot热部署,中级,Spring Boot热部署的原理和实现,http://img3.mukewang.com/5a0948f900011d3a06000338-240-135.jpg,,33477
UI必学photoshop基础课程和配色,入门,学会制作ui时必须会熟练运用的软件ps工具以及基础颜色运用知识,http://img3.mukewang.com/5a015e400001914706000338-240-135.jpg,,31833
Beanstalkd-带你玩转消息队列,中级,beanstalkd-轻松驾驭PHP消息队列，带你一起挖掘消息处理的真实逻辑！,http://img.mukewang.com/5a0018470001386b06000338-240-135.jpg,,7113
Android代码混淆与加固技术,中级,Android代码混淆与加固技术实战,http://img3.mukewang.com/598d7b8000017aad06000338-240-135.jpg,,8206
AWS云计算—使用AWS实现自动化运维,中级,带你了解通过使用AWS自动化工具进行自动化运维，实现系统的高效可用。,http://img2.mukewang.com/59f6eca600016d7f06000338-240-135.jpg,,2382
DevOps和云计算初识,初级,学习DevOps和云计算的初步知识,http://img4.mukewang.com/59f68815000169b006000338-240-135.jpg,,13103
iOS之分享集成,中级,iOS分享功能的实现！,http://img2.mukewang.com/59ed66280001374906000338-240-135.jpg,,1956
AWS云服务介绍-Amazon Aurora,中级,本课主要讲解2017年度AWS在中国区的新服务介绍。,http://img2.mukewang.com/59eebe270001685606000338-240-135.jpg,,2428
从JS到TS开发数独游戏（TS版）,中级,使用TS语言为主的前端开发技术实现数独游戏,http://img3.mukewang.com/59df4dd500013d0606000338-240-135.jpg,,13448
Fragment应用下,初级,在项目中，灵活使用Fragment做视图组装，开销比Activity更小。,http://img.mukewang.com/59e80cd60001341b06000338-240-135.jpg,,5610
PHP中的会话控制,初级,带你了解PHP中的会话控制技术。,http://img4.mukewang.com/59c3917900011b8106000338-240-135.jpg,,14997
从JS到TS开发数独游戏（JS版）,中级,使用JS语言为主的前端开发技术实现数独游戏,http://img3.mukewang.com/59e5d8fa0001265206000338-240-135.jpg,,14772
AWS云计算—混合架构&DevOps深度实践,中级,Amazon、Musically、 Red Hat、上海数慧等架构设计技术干货分享。,http://img3.mukewang.com/59df1d83000141a306000338-240-135.jpg,,2691
RxJava与RxAndroid基础入门,初级,RxJava与RxAndroid入门,http://img2.mukewang.com/5981a729000188dc06000338-240-135.jpg,,18068
使用Google Guice实现依赖注入,高级,谷歌大神带你重新理解依赖注入，示范Guice和Spring Boot如何协作,http://img4.mukewang.com/59dc2a180001f0a112010679-240-135.jpg,,7956
Sketch基础入门,入门,即使没有设计基础的人也能熟练使用sketch绘制图标,http://img1.mukewang.com/59cefd4c0001633206000338-240-135.jpg,,12612
iOS之FTP上传,初级,轻松了解FTP上传机制！,http://img4.mukewang.com/59c360de0001fefe06000338-240-135.jpg,,3519
Fragment应用上,初级,在项目中，灵活使用Fragment做视图组装，开销比Activity更小。,http://img3.mukewang.com/59c1c80e000193e606000338-240-135.jpg,,9094
AWS云计算—AWS云上的大数据分析,中级,带你了解基于AWS的大数据存储、实时计算与分析，以及机器学习相关技术。,http://img.mukewang.com/59c206f500011c4006000338-240-135.jpg,,7006
AWS云-深度学习&机器学习的AI业务应用,中级,最炙手可热的前沿技术专题--人工智能技术专场。,http://img3.mukewang.com/59c32b540001f16f06000338-240-135.jpg,,7472
阿里D2前端技术论坛——2016初心,中级,2016年最前沿最顶端的技术分享,http://img.mukewang.com/59bfab740001369a06000338-240-135.jpg,,9891
UI版式设计,入门,优秀的版式设计是成长为一名合格的UI设计师的必经之路，基础学习版式设计,http://img.mukewang.com/59c083ed0001245e06000338-240-135.jpg,,24638
Hadoop进阶,中级,MapReduce原理，并实现简单的推荐,http://img.mukewang.com/59ba4b200001468906000338-240-135.jpg,,19147
ElasticSearch入门,中级,ElasticSearch轻松入门，Spring Boot集成ES,http://img2.mukewang.com/59b77bac0001985906000338-240-135.jpg,,43649
Docker入门,初级,再不学点Docker你就out啦！,http://img.mukewang.com/597e973600011a6e06000338-240-135.jpg,,57952
Javascript实现二叉树算法,中级,感受JS与数据结构的魅力。,http://img3.mukewang.com/59ae0e2a0001307706000338-240-135.jpg,,37073
PHP-面向对象,初级,从面相过程到面向对象，带你深入理解面向对象编程思想，体验编程的奥妙！,http://img3.mukewang.com/59acb1650001adce06000338-240-135.jpg,,25360
Android图表绘制之直方图,初级,Android图表绘制技术实战,http://img.mukewang.com/599150070001993506000338-240-135.jpg,,7089
集成MultiDex项目实战,初级,集成MultiDex项目实战,http://img1.mukewang.com/59af678e00017c3b06000338-240-135.jpg,,3323
基于websocket的火拼俄罗斯（升级版）,中级,基于H5 websocket的火拼俄罗斯方块升级版，双人对战升级喽！,http://img3.mukewang.com/59ed97230001b1e106000338-240-135.jpg,,19278
探秘Spring AOP,高级,让我们一起探秘Spring Aop,http://img4.mukewang.com/597fe9340001624e06000338-240-135.jpg,,48941
iOS开发之Audio特辑,初级,Audio特辑教你完成音频处理以及语音识别！,http://img.mukewang.com/599ac6dd000118c406000338-240-135.jpg,,2829
基于websocket的火拼俄罗斯（单机版）,中级,前端大牛带你实现单机版俄罗斯方块！,http://img.mukewang.com/59ed9710000112b006000338-240-135.jpg,,27117
移动UI设计基础入门,入门,通过学习移动UI设计规范标准的设计方法，掌握移动端设计规范设计能力。,http://img2.mukewang.com/59927c1b0001154f06000338-240-135.jpg,,28129
基于Websocket的火拼俄罗斯（基础）,中级,HTML5火拼俄罗斯基础讲解。,http://img1.mukewang.com/59ed96eb0001fe3606000338-240-135.jpg,,28066
web安全之SQL注入,中级,SQL注入是整个WEB安全领域中比较重要的一部分,http://img.mukewang.com/5991489e00019f5c06000338-240-135.jpg,,25044
Android常见的三种图片加载库,中级,进入网络图片加载库的思考和学习,http://img1.mukewang.com/57fb629000019d3d06000338-240-135.jpg,,7068
HBase入门,初级,HBase入门教程，从基础概念到实战操作，让初学者快速入门,http://img2.mukewang.com/598986ae0001f07706000338-240-135.jpg,,22795
游戏测试入门,入门,游戏测试就是玩游戏吗？什么是真正的游戏测试！,http://img4.mukewang.com/598938e20001888e06000338-240-135.jpg,,26021
浅析SQLmap,中级,如何开发一个既稳定又安全的web系统？那来学习web安全吧.,http://img2.mukewang.com/5977373b0001318505910331-240-135.jpg,,11269
前端性能优化-通用的缓存SDK,中级,学习前端性能优化，突破工作瓶颈！,http://img3.mukewang.com/598026ce0001263d06000338-240-135.jpg,,20448
Python 全栈案例初体验,初级,带你领略全栈开发的速度与激情,http://img.mukewang.com/598287cd00014dc606000338-240-135.jpg,,44558
Requirejs和自动打包,中级,学习requirejs和它的打包优化,http://img3.mukewang.com/586b64ee0001df7906000338-240-135.jpg,,13339
iOS界面间传值,初级,本课程将带你玩转界面之间的传值！,http://img4.mukewang.com/596c81600001bcd806000338-240-135.jpg,,4664
Handlebars模板引擎,中级,使用Handlebars.js模板渲染页面。,http://img1.mukewang.com/5a71321d0001792706000338-240-135.jpg,,12061
Android Multidex原理及实现,中级,学会使用Multidex分包解决65535问题,http://img2.mukewang.com/5785deb30001002b06000338-240-135.jpg,,5638
实例学习 PHP QRCode生成二维码,中级,本门课程主要讲解如何使用 PHP 生成识别二维码!,http://img4.mukewang.com/5968262c00011d2606000338-240-135.jpg,,12943
Java消息中间件,高级,使用Java消息中间件处理异步消息,http://img1.mukewang.com/59632b220001afe505960335-240-135.jpg,,47890
UI入门小锦囊,入门,成为UI设计师的正确打开方式？,http://img2.mukewang.com/596366a900010f7e06000338-240-135.jpg,,31981
Android常用异常集及解决方案,初级,介绍Android常用异常集及常用的几种解决方案,http://img2.mukewang.com/590a8c9400013c5406000338-240-135.jpg,,7268
基础线性和剪影化icon的制作方法,入门,刚接触UI的小伙伴们从哪里作为切入点？UI设计icon制作必备技能,http://img2.mukewang.com/59534c0b00019ea506000338-240-135.jpg,,9983
PHP消息队列实现及应用,中级,消息队列是个什么玩意儿，使用队列解决秒杀等实际问题概念和使用方法,http://img1.mukewang.com/594b40910001a47e06000338-240-135.jpg,,25465
常用的网页加载进度条,中级,通过课程，让你学习到网页中常见的进度加载的实现方式.,http://img3.mukewang.com/59560e140001b88606000338-240-135.jpg,,30552
浅谈搜索引擎_SEO,初级,如何使用SEO让大家能更好的搜索到你的网站。,http://img.mukewang.com/5950ad6f0001903f06000338-240-135.jpg,,27823
python自动化运维篇,入门,如何把运维的工作流程化、标准化、自动化已经是迫在眉睫的问题。,http://img.mukewang.com/598186000001813106000338-240-135.jpg,,37315
快速入门ThinkPHP 5.0 --模型篇,中级,"Thinkphp5.0已发布多时,想了解thinkphp 5.0的新特性吗？老司机点准时出发",http://img4.mukewang.com/594cf6120001ddaf06000338-240-135.jpg,,21350
星级评分原理和实现（下）,初级,本课程主要讲解如何使用不同的方式来实现星级评分的效果。,http://img4.mukewang.com/5a7131f90001e31f06000338-240-135.jpg,,11515
Angular-cli基础,中级,介绍Angular CLI命令使用，通过Angular CLI构建一个简单的Angular2的应用,http://img1.mukewang.com/59437af00001461e06000338-240-135.jpg,,19991
Java定时任务调度工具详解之Quartz篇,初级,Java定时任务调度工具详解之Quartz篇,http://img2.mukewang.com/5940992d0001cae906000338-240-135.jpg,,27931
iOS推送通知,中级,本教程教你该如何实现iOS推送消息，了解push的相关业务功能,http://img2.mukewang.com/593e702e00011cff06000338-240-135.jpg,,6136
Hybrid设计,中级,畅谈Hybrid开发的种种，让你对Hybrid有更深入的了解,http://img3.mukewang.com/593e7d0f00014f4806000338-240-135.jpg,,20806
使用java构建和维护接口自动化测试框架,中级,初识接口自动化框架,http://img.mukewang.com/593a3b0f0001383606000338-240-135.jpg,,21910
UI框架foundation6入门（下）,中级,深入浅出的带你学习Foundation 6框架，结合代码进行讲解。,http://img1.mukewang.com/5913fe4a00014c5406000338-240-135.jpg,,6468
Andriod中的马大姐与周大嘴ContentProvider与BroadcastReceiver,中级,Android中的ContentProvider与BroadcastReceiver介绍。,http://img.mukewang.com/593606e60001a6c206000338-240-135.jpg,,5341
自定义实现顶部粘性下拉刷新效果,初级,"构建一个可拉动的自定义View,自定义实现粘性下拉控件",http://img.mukewang.com/5908307600015cee06000338-240-135.jpg,,9527
UI框架foundation6入门（上）,中级,深入浅出的带你学习Foundation 6框架，结合代码进行讲解。,http://img1.mukewang.com/5912fca600014c5406000338-240-135.jpg,,11020
SVN从入门到放弃,高级,SVN-Ubuntu命令行操作 带你玩转SVN从基础命令深入高级应用,http://img1.mukewang.com/5934bac20001a5c906000338-240-135.jpg,,19904
带你开发类似Pokemon Go的AR游戏,高级,用 Unity 3D开发AR游戏，分有卡和脱卡两种情况，并导出Android和iOS平台,http://img4.mukewang.com/592e40830001164306000338-240-135.jpg,,22665
星级评分原理和实现（上）,初级,本课程主要讲解如何使用不同的方式来实现星级评分的效果.,http://img3.mukewang.com/5a71320a000121d706000338-240-135.jpg,,23445
Python数据分析-基础技术篇,初级,使用Python进行数据分析的基础模块简介,http://img4.mukewang.com/5922cc5800011d9e06000338-240-135.jpg,,68465
Discuz!X二次开发——前台篇,高级,Discuz你一定听说过，一起跟着我搞定Discuz二次开发，与众不同！,http://img.mukewang.com/590c54d40001973c06000338-240-135.jpg,,7122
Java定时任务调度工具详解之Timer篇,中级,Java定时任务调度工具详解之Timer篇,http://img.mukewang.com/59195b4a00019b0d06000338-240-135.jpg,,21811
iOS之多媒体开发,初级,教程为大家讲解音频、视频以及图片的处理，轻松搞定多媒体开发,http://img3.mukewang.com/59194c300001f2d606000338-240-135.jpg,,4935
Redis入门,中级,本课程为Redis和Jedis使用的入门级教程，对Redis有初步了解,http://img3.mukewang.com/5914272e0001254d06000338-240-135.jpg,,84459
快速入门ThinkPHP 5.0--基础篇,中级,ThinkPHP5已发布多时，想了解ThinkPHP5的新特性吗？老司机带你马上出发~,http://img.mukewang.com/5908721f0001539606000338-240-135.jpg,,45543
PHP函数篇,入门,自定义函数，PHP入门教程之必备课程，行业大牛带你飞。,http://img.mukewang.com/58f85fb20001139f06000338-240-135.jpg,,19739
新一代构建工具gradle,中级,gradle轻松入门教程，学习本课对gradle进行初步了解,http://img2.mukewang.com/590a904f0001138f06000338-240-135.jpg,,30422
JS实现京东无延迟菜单效果,初级,JS模拟京东商城无延迟菜单效果，学习菜单结构和样式处理,http://img4.mukewang.com/5909383700016b7906000338-240-135.jpg,,52567
自定义实现日历控件,中级,从零开始，循序渐进，轻松掌握Android 自定义控件实现,http://img.mukewang.com/5857737a0001533406000338-240-135.jpg,,12508
bootstrap快速入门,中级,bootstrap是目前最流行的框架之一，能够带你快速搭建网页！,http://img.mukewang.com/590053190001556d06000338-240-135.jpg,,85337
图片预加载,中级,预知发生的行为，提前加载需要的图片，获得更好的用户体验,http://img2.mukewang.com/58f848890001cd2206000338-240-135.jpg,,37685
R语言入门与进阶,初级,"这门课将会带领您领略R语言的精髓,打开R语言的大门。",http://img1.mukewang.com/58fde05a0001014a06000338-240-135.jpg,,16817
即时通讯项目里面的语音处理-提高优化篇,中级,语音特效（音量可视化，变调变速）,http://img2.mukewang.com/5858ea6d0001ea0406000338-240-135.jpg,,4344
第一个docker化的java应用,中级,逐步学习docker相关知识，制作第一个docker化的java应用,http://img2.mukewang.com/58f0a2310001ea1306000338-240-135.jpg,,50037
php构建即时通讯系统,中级,PHP不仅可以构建Web项目，还可以构建即时通讯应用:如实时聊天、在线游戏,http://img4.mukewang.com/58ec5443000171ca06000338-240-135.jpg,,25747
JS插件开发之-Tab选项卡,中级,Tab选项卡，通过教程学习，我们一一剖析它的实现原理,http://img4.mukewang.com/58f0b42b0001233106000338-240-135.jpg,,17995
iOS-特效相机(下集),高级,特效相机课程第二部分，基于iOS打开数字图像处理的“大门”,http://img4.mukewang.com/58ec8aa00001d49406000338-240-135.jpg,,3315
DatePicker组件开发,中级,使用原生JS完成一个日期选择器（datepicker）组件的开发,http://img.mukewang.com/58df52310001cf4506000338-240-135.jpg,,16140
轻松愉快之玩转SpringData,中级,利用Spring Data提高开发效率，提升程序员的幸福指数,http://img1.mukewang.com/58e6081c00012ec206000338-240-135.jpg,,28453
Android蓝牙本地操作,中级,讲解Android中蓝牙基础知识，掌握蓝牙的功能及使用,http://img.mukewang.com/584f71f30001bc2306000338-240-135.jpg,,10313
带您完成神秘的涟漪按钮效果-提高篇,初级,轻松实现控件涟漪效果，高级篇！,http://img1.mukewang.com/580714cf0001aa9c06000338-240-135.jpg,,6332
实例妙解Sed和Awk的秘密,初级,sed和awk是很好的Linux文本处理工具，帮助你提高效率，成为Linux达人。,http://img.mukewang.com/58db47420001195706000338-240-135.jpg,,14162
iOS-特效相机(上集),高级,基于iOS打开数字图像处理的“大门”,http://img1.mukewang.com/58da296d0001c7b106000338-240-135.jpg,,5698
WeTest移动测试系列沙龙-手游安全测试,初级,分享腾讯游戏安全测试流程方法，游戏安全测试知识干货,http://img1.mukewang.com/58d339b7000146bf06000338-240-135.jpg,,5548
如何写好测试用例,初级,一个案例学会如何写好测试用例，如何管理测试用例,http://img2.mukewang.com/58d87782000175e006000338-240-135.jpg,,43571
Spark从零开始,初级,本课程旨在让同学们了解Spark基础知识，掌握Spark基础开发.,http://img2.mukewang.com/58cf8c2e00014c8406000338-240-135.jpg,,39957
机器学习-实现简单神经网络,初级,人工智能时代，你准备好成为抓住机遇的那百分之二吗。,http://img1.mukewang.com/58cf6639000183f406000338-240-135.jpg,,58580
Android语音词典,初级,使用第三方讯飞语音实现中英文语音词典的功能,http://img2.mukewang.com/58b7b2ed0001cc1506000338-240-135.jpg,,9337
Web安全-XSS,中级,从Web安全XSS的定义开始讲起，从原理到实战全方位理解XSS安全,http://img2.mukewang.com/58db6c5f00018a9406000338-240-135.jpg,,33601
Restful API实战,中级,PHP后端开发者如何迎上移动互联网发展热潮？,http://img3.mukewang.com/58c65abe0001269e06000338-240-135.jpg,,37170
Spring Boot进阶之Web进阶,中级,《2小时学习Spring Boot》之进阶教程，针对Web方面的相关技巧,http://img.mukewang.com/58c2856500012b7e06000338-240-135.jpg,,84264
redis的入门与应用,中级,redis的入门与应用教程，Redis是php项目中使用的主要缓存服务,http://img.mukewang.com/58bea4fe0001bec506000338-240-135.jpg,,42770
Angular2一小时快速入门,中级,Angular2一小时快速入门教程，帮助大家快速上手Angular2开发,http://img2.mukewang.com/58be16f8000106d706000338-240-135.jpg,,56158
APP性能优化之内存优化,中级,内存优化的原理，实战并有代码演示,http://img3.mukewang.com/58577eaf00017b9c06000338-240-135.jpg,,15160
ReactNative入门与进阶,初级,React Native跨平台技术入门与进阶,http://img4.mukewang.com/58b7d4ac0001699006000338-240-135.jpg,,61712
Java实现邮箱验证,初级,本视频教程主要介绍如何使用JavaMail进行邮箱验证，由浅入深,http://img3.mukewang.com/587c76150001a0ab06000338-240-135.jpg,,30493
Android记账本,初级,本课程是一个案例课程，主要讲解第三方库图标和数据库的结合使用,http://img2.mukewang.com/58a150c90001fde806000338-240-135.jpg,,15520
iOS之ReactiveCocoa框架,中级,本iOS视频教程让你快速上手ReactiveCocoa框架，达到灵活运用,http://img2.mukewang.com/58afcb3500011bc306000338-240-135.jpg,,5429
C#面向对象编程,入门,本系列教程主要是，带你学习C#面向对象编程的编程思想、编程技巧,http://img1.mukewang.com/58ab9ee00001207406000338-240-135.jpg,,51123
vagrant打造跨平台可移动的开发环境,高级,Vgarant是开发者必备利器之一，本课程主要分为理论和实践两部分,http://img4.mukewang.com/58aa91850001a4f406000338-240-135.jpg,,11932
不一样的自定义实现轮播图效果,初级,Android开发自定义实现轮播图效果案例实现，从无到有让你会懂会用,http://img3.mukewang.com/5874812400013a5106000338-240-135.jpg,,14361
webpack深入与实战,中级,webpack实战教程，用真实项目带你探索 webpack 强大的功能,http://img3.mukewang.com/58a14cad0001321c06000338-240-135.jpg,,72181
Java模板引擎之Freemarker,中级,学习Java模板引擎中Freemarker技术，web开发人员必要掌握的技术之一,http://img1.mukewang.com/589d25820001497206000338-240-135.jpg,,33375
重定向和伪静态在网站中的应用,中级,"重定向和伪静态,网站安全SEO优化必学，演示各种重定向设置后效果",http://img.mukewang.com/58807245000110e206000338-240-135.jpg,,13892
Android依赖管理与私服搭建,中级,本视频教程主要讲Android依赖管理与私服搭建，实现多平台私服搭建,http://img4.mukewang.com/589a813c0001527a06000338-240-135.jpg,,8211
RBAC打造通用web管理权限,中级,RBAC为商业系统安全防范手段，结合理论和实战介绍RBAC,http://img2.mukewang.com/5885a1f5000113a506000338-240-135.jpg,,16901
即时通讯项目里面的语音处理-基础实现篇,初级,安卓声音录制与播放功能，实现类似微信的语音消息发送与播放,http://img.mukewang.com/5858d4400001fb9d06000338-240-135.jpg,,6731
使用vue2.0实现购物车和地址选配功能,中级,本视频教程结合案例完整贯穿各个知识点，轻松玩转vue2.0框架,http://img4.mukewang.com/587dd3d50001112f06000338-240-135.jpg,,93719
自动化测试之selenium工具使用,初级,web自动化测试selenium从0基础开始。,http://img2.mukewang.com/5873534e0001ecb106000338-240-135.jpg,,38479
Android视频播放器,中级,Android系统自带的以及自定义播放器,http://img4.mukewang.com/5878a4180001d86f06000338-240-135.jpg,,17327
iOS开发之Realm数据库,中级,本教程从基础入手，让你短短几分钟轻松掌握Realm数据库的使用,http://img3.mukewang.com/587deb6f00013fa006000338-240-135.jpg,,3649
Axure入门初体验,入门,IT人必学，Axure入门基础课！,http://img4.mukewang.com/587db7af00016b7e06000338-240-135.jpg,,58922
微信授权登录,中级,教你如何用Java实现微信授权登录，最后介绍公众号和开发平台如何关联,http://img2.mukewang.com/587c69610001b37b06000338-240-135.jpg,,60078
Web UI设计理论入门,入门,WebUI设计的入门教程和基础知识，为webUI设计提供扎实的理论基础,http://img1.mukewang.com/587728990001d33206000338-240-135.jpg,,62854
JMeter之HTTP协议接口性能测试,初级,快速上手接口功能及性能测试,http://img3.mukewang.com/58733f730001a55406000338-240-135.jpg,,27750
django入门与实践,初级,手把手带你进入Django开发的大门，充分领略Django的魅力,http://img.mukewang.com/586f60d90001776a06000338-240-135.jpg,,57624
Yarn构建工具入门基础,中级,带你了解 facebook新工具yarn的基本工作流，以及Yarn 的常用命令,http://img4.mukewang.com/584685e600010f8a06000338-240-135.jpg,,9802
微服务架构在二手交易平台（转转）中的实践,高级,本课程是大会分享内容，微服务架构在转转(58集团)的落地实践,http://img3.mukewang.com/586395f4000145e006000338-240-135.jpg,,28144
Android基础教程-SQLite高级操作,中级,本视频教程讲解Sqlite数据库查询和事务操作以及将数据分页加载,http://img.mukewang.com/5811cf4700010ea806000338-240-135.jpg,,12448
Dwr实现JAVA服务器端向客户端推送消息,中级,dwr轻松帮你实现server push。,http://img1.mukewang.com/5861d2500001d39406000338-240-135.jpg,,14757
PHP扩展安装指南,中级,PHP扩展你掌握了吗，通过学习本教程能够加深PHP扩展的管理和安装,http://img2.mukewang.com/58329e8a0001068806000338-240-135.jpg,,10950
带您完成神秘的涟漪按钮效果-入门篇,初级,轻松实现控件涟漪效果，入门篇，针对Drawable实现方式进行开发,http://img2.mukewang.com/580714c000017ad706000338-240-135.jpg,,8723
Android-实用的App换肤功能,初级,本教程从零开始带领大家完成替换手机默认皮肤的功能,http://img3.mukewang.com/5863529b0001b33106000338-240-135.jpg,,12591
jQuery基础(五)一Ajax应用与常用插件,中级,如何用jquery实现ajax应用，加入学习，有效提高前端开发速度,http://img4.mukewang.com/5858a0370001890306000338-240-135.jpg,,63040
Java实现SSO单点登录,初级,Java视频教程介绍实现同域和跨域SSO，对核心技术和原理进行分析,http://img.mukewang.com/56e6177e0001fada06000338-240-135.jpg,,45461
PHP+AJAX实现表格实时编辑,初级,PHP和AJAX实现表格动态实时编辑案例，轻松实现最好的用户体验,http://img1.mukewang.com/582917110001705506000338-240-135.jpg,,20132
Linux 智能DNS,中级,DNS学习进阶教程，智能DNS实现与安全，讲解常见攻击原理和预防手段,http://img4.mukewang.com/584a8b790001ed1506000338-240-135.jpg,,11434
AC2016腾讯前端技术大会,中级,腾讯前端技术团队2016前端技术大会现场实录，最新经验分享，不容错过,http://img.mukewang.com/58533fe900019f3006000338-240-135.jpg,,55958
